SlideName	ScanLabel	ROILabel	SegmentLabel	SegmentDisplayName	CD3+	CD20+	SMA+	Segment 3	CD11c	CD3	CD20	QCFlags	AOISurfaceArea	AOINucleiCount	ROICoordinateX	ROICoordinateY	RawReads	AlignedReads	DeduplicatedReads	TrimmedReads	StitchedReads	SequencingSaturation	SequencingSetID	UMIQ30	RTSQ30	GeoMxNgsPipelineVersion	LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA	ROIID	SegmentID	LOQ (Human NGS Whole Transcriptome Atlas RNA)	Type
hu_lymph_node_002	25337T4(2)	004	Full ROI	25337T4(2) | 004 | Full ROI	False	False	False	False	False	False	False		26565.31792	414	8348	17323	9015799	8504294	1462156	8990298	8947950	83.78229151	A01356:41:H2FK5DMXY	0.9952	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	f134ac28-5f34-4233-b8a7-16659cc883ee	8c653e76-f866-4b0c-993c-ea169fccf168	41.98764165	Germinal center
hu_lymph_node_002	25337T4(2)	005	Full ROI	25337T4(2) | 005 | Full ROI	False	False	False	False	False	False	False		35675.08493	1046	8178	17130	3499610	3309577	1106195	3486724	3469406	68.39090642	A01356:41:H2FK5DMXY	0.9955	0.9952	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	2d1a0448-43c7-4983-bff1-f7ae85863d6d	ac370b5d-f1c3-47f0-b629-9d4af394f76e	39.85483397	B cell zone
hu_lymph_node_002	25337T4(2)	006	Full ROI	25337T4(2) | 006 | Full ROI	False	False	False	False	False	False	False		63811.37206	1137	8580	17416	13628398	12833453	2418213	13529497	13462054	82.25607294	A01356:41:H2FK5DMXY	0.9952	0.9947	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ea1af1a0-c232-416b-971c-c5c8be3f1b72	3bbf6caa-e982-4c57-81d8-d49ee5fe38e7	82.4811588	T cell zone
hu_lymph_node_002	25337T4(2)	007	Full ROI	25337T4(2) | 007 | Full ROI	False	False	False	False	False	False	False		50116.58746	565	26671	24414	13777722	13013618	2921702	13733977	13663141	78.79401254	A01356:41:H2FK5DMXY	0.9953	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	f2134c1c-aefd-43fb-9974-cbec735194fa	f1930873-3b14-4f00-9cf7-6c21ca9dc2d4	69.97359461	Germinal center
hu_lymph_node_002	25337T4(2)	008	Full ROI	25337T4(2) | 008 | Full ROI	False	False	False	False	False	False	False		143790.2825	3321	26918	24667	16935414	16034086	3627989	16883566	16800136	78.57750038	A01356:41:H2FK5DMXY	0.9952	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	d24e39ce-a0e2-4422-8382-0381e4a24b69	a41bd25b-364e-4816-a42e-9bfec3576cf0	112.3877731	B cell zone
hu_lymph_node_002	25337T4(2)	009	Full ROI	25337T4(2) | 009 | Full ROI	False	False	False	False	False	False	False		128506.784	2543	26017	23051	27477450	26017336	6743497	27395019	27265444	75.45806834	A01356:41:H2FK5DMXY	0.9954	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	135ba4ec-990a-4ab3-ae68-ed54b59a45ec	48439ebd-d850-4b05-a78b-a831200ed84b	191.0298988	T cell zone
hu_lymph_node_002	25337T4(2)	010	Full ROI	25337T4(2) | 010 | Full ROI	False	False	False	False	False	False	False		17322.38542	236	12309	16107	4943732	4641380	1027303	4928035	4903259	79.22009122	A01356:41:H2FK5DMXY	0.9953	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	34ee50ca-ceb6-415a-a493-fa04df048d5a	afaa872c-18ae-47ac-9824-1761233ad22d	36.90290853	Germinal center
hu_lymph_node_002	25337T4(2)	011	Full ROI	25337T4(2) | 011 | Full ROI	False	False	False	False	False	False	False		13784.78721	343	12279	15886	1929167	1818668	388738	1916415	1905905	79.84943761	A01356:41:H2FK5DMXY	0.9953	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	797799cf-56b4-413f-8023-38b17ba6581e	080c763e-d6c7-435d-9df5-932525a585a3	18.74316389	B cell zone
hu_lymph_node_002	25337T4(2)	012	Full ROI	25337T4(2) | 012 | Full ROI	False	False	False	False	False	False	False		38468.68286	780	12365	16306	4125160	3895714	1013097	4113287	4093041	75.44102532	A01356:41:H2FK5DMXY	0.9955	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	61e51fb2-fa65-4191-992b-ba922a1be565	c72b3e29-ecda-4778-bfb9-0ff252c27c94	39.81113194	T cell zone
hu_lymph_node_002	25337T4(2)	013	Full ROI	25337T4(2) | 013 | Full ROI	False	False	False	False	False	False	False		13813.08288	252	41091	9309	1022661	934524	243990	984452	976519	76.14165398	A01356:41:H2FK5DMXY	0.9954	0.9948	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ae4af1b5-661d-4ddd-ac6d-797e51d08e30	603532fc-9e85-4d3c-94f2-0c17eb8ecae7	11.80731992	Germinal center
hu_lymph_node_002	25337T4(2)	014	Full ROI	25337T4(2) | 014 | Full ROI	False	False	False	False	False	False	False		30205.22816	847	41080	9092	3646492	3463394	928239	3633449	3614748	74.54432918	A01356:41:H2FK5DMXY	0.995	0.9946	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	21c38235-9c96-4f4c-ad99-cddce10fd63f	c7f838ca-ba5b-454b-bc0b-99b957b34549	35.21358259	B cell zone
hu_lymph_node_002	25337T4(2)	015	Full ROI	25337T4(2) | 015 | Full ROI	False	False	False	False	False	False	False		35301.48616	764	41206	9584	5096392	4841017	1074684	5081303	5054881	78.91284658	A01356:41:H2FK5DMXY	0.9954	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	5db495c3-2204-4171-a176-f0a3eba1f604	1efd6219-79ac-4fd1-943d-31a760588428	35.20826606	T cell zone
hu_lymph_node_002	25337T4(2)	016	Full ROI	25337T4(2) | 016 | Full ROI	False	False	False	False	False	False	False		24268.73263	310	8028	31159	6202296	5846408	1239882	6181665	6151010	80.00930623	A01356:41:H2FK5DMXY	0.9952	0.9948	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	148fb998-33cd-4912-88e2-e4f951976dbd	85509c53-4e93-408c-8eb7-007c998d850e	38.44512713	Germinal center
hu_lymph_node_002	25337T4(2)	017	Full ROI	25337T4(2) | 017 | Full ROI	False	False	False	False	False	False	False		35888.66128	919	8078	31454	5885453	5572404	1202061	5867028	5837562	79.5757268	A01356:41:H2FK5DMXY	0.9956	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	0eeaa95b-251e-4738-bb16-7a78d6e6daad	b746369d-07d3-4009-8553-62b3edbd4f15	41.20077871	B cell zone
hu_lymph_node_002	25337T4(2)	018	Full ROI	25337T4(2) | 018 | Full ROI	False	False	False	False	False	False	False		85866.16833	1667	8369	31528	14925684	14122366	3711746	14880918	14805371	75.13181975	A01356:41:H2FK5DMXY	0.9954	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a5162cf2-f0e8-4a0a-b17f-e9810140fb88	b60ac414-028a-4145-a05e-4b134df3b9bb	114.3428341	T cell zone
hu_lymph_node_002	25337T4(2)	019	Full ROI	25337T4(2) | 019 | Full ROI	False	False	False	False	False	False	False		36268.0151	226	9001	24797	2790468	2574371	687014	2753719	2736608	75.37997211	A01356:41:H2FK5DMXY	0.9953	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	f7c44109-1e6a-43b1-a751-29bf99090249	6582d8ba-fe17-4e6f-a309-b3e30f2b9060	36.62231091	Trabecula
hu_lymph_node_002	25337T4(2)	020	Full ROI	25337T4(2) | 020 | Full ROI	False	False	False	False	False	False	False		24799.95586	169	10355	26334	1445443	1344937	259681	1441320	1432420	82.0345043	A01356:41:H2FK5DMXY	0.9955	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	73533a93-d885-4f78-ac9a-23ae4974fd68	f8e21330-9613-4fd5-9d61-84b20a57a4a0	15.80551432	Trabecula
hu_lymph_node_002	25337T4(2)	021	Full ROI	25337T4(2) | 021 | Full ROI	False	False	False	False	False	False	False		23626.5648	161	11387	27251	3155714	2934185	585864	3144794	3123817	81.43481951	A01356:41:H2FK5DMXY	0.9954	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	8a7e2619-1525-4555-b19d-ff3802f4a22a	4fe83e0a-2166-4e7d-9f25-a9ae975f7969	28.4811146	Trabecula
hu_lymph_node_002	25337T4(2)	022	Full ROI	25337T4(2) | 022 | Full ROI	False	False	False	False	False	False	False		26711.91187	199	8055	23340	1912836	1779237	401588	1905769	1894846	79.00562306	A01356:41:H2FK5DMXY	0.9954	0.9948	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ceaa6047-9c21-4a3b-9405-33b98a03c9c0	808532d2-5afd-4f80-b668-b32e004dada4	22.69055391	Trabecula
hu_lymph_node_002	25337T4(2)	023	Full ROI	25337T4(2) | 023 | Full ROI	False	False	False	False	False	False	False		66368.53329	498	36886	18108	3185882	2888440	838434	3058344	3038460	73.68282943	A01356:41:H2FK5DMXY	0.9953	0.9946	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	dc329787-522b-4b6d-bedf-5840bedc8e08	a47feee5-a56e-40a1-98b1-cd81b618ccf4	38.46158854	Trabecula
hu_lymph_node_002	25337T4(2)	024	Full ROI	25337T4(2) | 024 | Full ROI	False	False	False	False	False	False	False		60233.80821	450	39336	20768	4960008	4675430	1123096	4942732	4917031	77.356972	A01356:41:H2FK5DMXY	0.9953	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	6fa955b5-bbd5-4253-887a-ff0ded54a894	58ee16ec-817c-4025-822b-03e5c846a1ac	53.99861373	Trabecula
hu_lymph_node_002	25337T4(2)	025	Full ROI	25337T4(2) | 025 | Full ROI	False	False	False	False	False	False	False		13767.04247	204	9064	21853	2259497	2134402	486107	2252844	2241320	78.48605243	A01356:41:H2FK5DMXY	0.9954	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	d0ccffbe-fd64-4d2b-b3f2-81317442fdef	45015ac4-5481-4cbc-b9a8-98e45ffcf77a	20.2340759	Germinal center
hu_lymph_node_002	25337T4(2)	026	Full ROI	25337T4(2) | 026 | Full ROI	False	False	False	False	False	False	False		20294.54982	306	37161	9541	4227964	3979644	836675	4213143	4190756	80.21092422	A01356:41:H2FK5DMXY	0.9953	0.9947	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	e304f984-a224-4bcd-bae6-0ad79d827198	a205a9b1-c034-4904-a057-aac7f8b38105	25.83379623	Germinal center
hu_lymph_node_002	25337T4(2)	027	Full ROI	25337T4(2) | 027 | Full ROI	False	False	False	False	False	False	False		18891.756	244	10327	29502	5004581	4722008	988475	4989043	4962811	80.24859624	A01356:41:H2FK5DMXY	0.9955	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	750b865e-ac58-458c-877c-0bddd8cfb860	31918c1b-8085-443b-bc89-9b50b57caa11	36.77387942	Germinal center
hu_lymph_node_002	25337T4(2)	028	Full ROI	25337T4(2) | 028 | Full ROI	False	False	False	False	False	False	False		15692.42693	211	11527	21532	1586364	1498267	351201	1581395	1572769	77.86126009	A01356:41:H2FK5DMXY	0.9953	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	211d8731-7cc1-4dac-ad8a-5db67251008b	a8feac2e-4494-4793-ad23-519f99132df7	16.95090033	Germinal center
hu_lymph_node_002	25337T4(2)	029	Full ROI	25337T4(2) | 029 | Full ROI	False	False	False	False	False	False	False		15070.56164	183	9431	18898	2281525	2149644	614528	2272457	2256689	73.06503326	A01356:41:H2FK5DMXY	0.9952	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	a1d33179-d7a7-41bb-bd8e-b9872504946f	66209752-5936-40ec-bab2-67ee744a4b20	22.62440774	Germinal center
hu_lymph_node_002	25337T4(2)	030	Full ROI	25337T4(2) | 030 | Full ROI	False	False	False	False	False	False	False		35002.54321	468	11223	31422	10626024	9984331	1940970	10592616	10541396	81.73380749	A01356:41:H2FK5DMXY	0.9954	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	8495f7c9-7a68-4c19-ac8a-550fa267cd90	5e211983-1f78-4b2f-8d13-855e86c5ecf1	54.0041491	Germinal center
hu_lymph_node_002	25337T4(2)	031	CD3+	25337T4(2) | 031 | CD3+	True	False	False	False	False	False	False		171065.0704	4214	12592.31348	23066.10156	34016961	31851407	6876414	33909998	33740709	79.78533709	A01356:41:H2FK5DMXY	0.9955	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	fc26c190-86a3-445d-9d19-74d298ccb33c	851c72a4-e8d0-4d05-b97a-d83279f441a4	239.9065366	Medulla
hu_lymph_node_002	25337T4(2)	031	CD20+	25337T4(2) | 031 | CD20+	False	True	False	False	False	False	False		138747.7383	2513	12592.31348	23066.10156	20196044	18842125	4133300	20137458	20037078	79.53411074	A01356:41:H2FK5DMXY	0.9954	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	fc26c190-86a3-445d-9d19-74d298ccb33c	16c13936-b0fd-4a36-9947-6ec10ecf8055	145.5568362	Medulla
hu_lymph_node_002	25337T4(2)	031	SMA+	25337T4(2) | 031 | SMA+	False	False	True	False	False	False	False		45942.41661	319	12592.31348	23066.10156	2583707	2382805	499641	2556364	2541985	80.66185523	A01356:41:H2FK5DMXY	0.9955	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	fc26c190-86a3-445d-9d19-74d298ccb33c	c9030d13-fd3e-46b1-8645-ecdba0e6fec0	26.87391219	Medulla
hu_lymph_node_002	25337T4(2)	032	CD3+	25337T4(2) | 032 | CD3+	True	False	False	False	False	False	False		209546.2226	5073	17286.25195	23365.93164	23562376	22180964	4508721	23491001	23371338	80.86474386	A01356:41:H2FK5DMXY	0.9953	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	7f1e241c-f3ec-4069-a216-b3d58c5e5d77	05e0de40-56d3-4d55-bf51-5956258dea05	156.9949053	Medulla
hu_lymph_node_002	25337T4(2)	032	CD20+	25337T4(2) | 032 | CD20+	False	True	False	False	False	False	False		100013.2041	2131	17286.25195	23365.93164	21355500	20088852	4185451	21286992	21180984	80.40106296	A01356:41:H2FK5DMXY	0.9955	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	7f1e241c-f3ec-4069-a216-b3d58c5e5d77	7112db4c-04c0-4859-98c3-6c85c0f2d712	141.9420384	Medulla
hu_lymph_node_002	25337T4(2)	032	SMA+	25337T4(2) | 032 | SMA+	False	False	True	False	False	False	False		41270.27393	183	17286.25195	23365.93164	2364482	2191551	474294	2352323	2335564	79.94089192	A01356:41:H2FK5DMXY	0.9944	0.9938	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	7f1e241c-f3ec-4069-a216-b3d58c5e5d77	c64f21e0-eaa3-4ef5-be01-5410061d1420	26.68214901	Medulla
hu_lymph_node_002	25337T4(2)	033	CD3+	25337T4(2) | 033 | CD3+	True	False	False	False	False	False	False		188593.3588	4290	13284.81348	25386.62891	29757037	27605125	6909430	29588927	29434258	76.7805175	A01356:41:H2FK5DMXY	0.9954	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	d3a89190-570d-42fb-9411-99e77a15f41e	ed7762a3-555f-4b94-b148-117dfa1112c4	237.2071746	Medulla
hu_lymph_node_002	25337T4(2)	033	SMA+	25337T4(2) | 033 | SMA+	False	False	True	False	False	False	False		15551.74789	133	13284.81348	25386.62891	887684	784923	197829	840054	834834	77.71402887	A01356:41:H2FK5DMXY	0.9951	0.9942	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	d3a89190-570d-42fb-9411-99e77a15f41e	14dd87e8-bf4d-4322-9f3f-e3da4a1de0a0	13.53515457	Medulla
hu_lymph_node_002	25337T4(2)	034	CD3+	25337T4(2) | 034 | CD3+	True	False	False	False	False	False	False		224643.0017	5157	16341.68164	25783.28711	44862515	42003069	9666525	44730466	44519058	78.45300247	A01356:41:H2FK5DMXY	0.9953	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	564f9cae-a88d-458e-b47e-4a6d671d730b	f0ba8526-2cc4-467d-9f95-d9842c52e0f7	323.0861805	Medulla
hu_lymph_node_002	25337T4(2)	034	CD20+	25337T4(2) | 034 | CD20+	False	True	False	False	False	False	False		71352.08821	1455	16341.68164	25783.28711	12651853	11806978	2510431	12606916	12542817	80.15760221	A01356:41:H2FK5DMXY	0.9953	0.9948	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	564f9cae-a88d-458e-b47e-4a6d671d730b	4a7d250e-e749-4bc4-8581-9d9a9aef4e8c	92.21394299	Medulla
hu_lymph_node_002	25337T4(2)	034	SMA+	25337T4(2) | 034 | SMA+	False	False	True	False	False	False	False		17721.40233	72	16341.68164	25783.28711	1166370	1090043	264965	1162416	1156696	77.28293766	A01356:41:H2FK5DMXY	0.9956	0.9952	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	564f9cae-a88d-458e-b47e-4a6d671d730b	af348b92-e803-4933-90fe-aaac0eb4c0b0	17.70668741	Medulla
hu_lymph_node_003	019383T4(1)	001	Full ROI	019383T4(1) | 001 | Full ROI	False	False	False	False	False	False	False		67482.45549	855	11620	23108	6143100	5742153	1258440	6124888	6092734	79.51457733	A01356:41:H2FK5DMXY	0.9953	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	378f8429-6def-480a-86a0-c26496ffb991	2dc602da-5a7b-47b7-a969-15f76fa3c482	42.39927008	Germinal center
hu_lymph_node_003	019383T4(1)	002	Full ROI	019383T4(1) | 002 | Full ROI	False	False	False	False	False	False	False		60364.8955	1735	11727	23197	3798276	3536836	866567	3788066	3768617	77.18525457	A01356:41:H2FK5DMXY	0.9952	0.9953	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ecacee76-3e24-4aac-b49f-2b8a9b19a09b	6c52a850-8587-48f4-b056-61b9d5323f44	32.34253018	B cell zone
hu_lymph_node_003	019383T4(1)	003	Full ROI	019383T4(1) | 003 | Full ROI	False	False	False	False	False	False	False		66534.31075	1610	12160	22805	10699296	9832146	2096052	10666591	10610747	80.40944002	A01356:41:H2FK5DMXY	0.9953	0.9948	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	595c4bc9-0e73-4282-a0a9-e212dc8c7f8b	9d18748c-2b34-4bd7-9fcc-643beeee5bb9	73.30349503	T cell zone
hu_lymph_node_003	019383T4(1)	004	Full ROI	019383T4(1) | 004 | Full ROI	False	False	False	False	False	False	False		36532.74747	434	8646	16452	2086387	1949821	448472	2080446	2069658	78.50485073	A01356:41:H2FK5DMXY	0.9955	0.9952	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	ddf03750-6eaf-4e15-a4e5-5c9ccaece44e	9f5b20f8-b790-4f8a-bda6-f73de99a983a	24.26341379	Germinal center
hu_lymph_node_003	019383T4(1)	005	Full ROI	019383T4(1) | 005 | Full ROI	False	False	False	False	False	False	False		70472.52449	1691	8454	17050	9273934	8579017	1973696	9148862	9102021	78.71781274	A01356:41:H2FK5DMXY	0.9954	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	fe2b8e0a-e103-40f1-bb91-ef153b6ffce9	41fe0360-dea5-4358-9512-f834714483dc	76.11773161	B cell zone
hu_lymph_node_003	019383T4(1)	006	Full ROI	019383T4(1) | 006 | Full ROI	False	False	False	False	False	False	False		107166.5733	2426	9320	17041	6349148	5874469	1543565	6331120	6298608	75.68862783	A01356:41:H2FK5DMXY	0.9954	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	6460c6df-bc12-40f0-ad63-ab754ff7e5ff	e44244e1-3262-4c70-a26e-cf28623f71b2	55.90339771	T cell zone
hu_lymph_node_003	019383T4(1)	007	Full ROI	019383T4(1) | 007 | Full ROI	False	False	False	False	False	False	False		39528.89125	556	18085	25647	4242655	3942569	842733	4228795	4207196	80.13665971	A01356:41:H2FK5DMXY	0.9951	0.9947	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	6c206bf9-1cf5-4e42-b05b-4d4879a02b7a	2ce95e15-d255-4f8f-bca1-13eb1e25d0bb	33.53202904	Germinal center
hu_lymph_node_003	019383T4(1)	008	Full ROI	019383T4(1) | 008 | Full ROI	False	False	False	False	False	False	False		79666.05947	2178	17906	25903	12711120	11805045	2432750	12671195	12606994	80.8612459	A01356:41:H2FK5DMXY	0.9953	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	5c6e0d34-bdae-4d32-8615-98146c995d08	a2100a38-b409-48ef-8107-6ce0781e9d8a	84.62430101	B cell zone
hu_lymph_node_003	019383T4(1)	009	Full ROI	019383T4(1) | 009 | Full ROI	False	False	False	False	False	False	False		122762.763	3217	18134	25080	15525356	14339454	3550712	15474825	15400083	77.12959368	A01356:41:H2FK5DMXY	0.9955	0.9952	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	94d79fe7-5c07-49f1-a169-59fbaa03027e	3e871009-ac30-4048-9888-85dfcfb51a0e	115.4492889	T cell zone
hu_lymph_node_003	019383T4(1)	010	Full ROI	019383T4(1) | 010 | Full ROI	False	False	False	False	False	False	False		86150.5638	1146	25359	19854	7241304	6773667	1549167	7220573	7186390	78.60651894	A01356:41:H2FK5DMXY	0.9955	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	c84f3094-b5d8-4a71-8407-2669cc34e35a	52e2db55-5509-4048-9c83-929888eeee0d	55.70578303	Germinal center
hu_lymph_node_003	019383T4(1)	011	Full ROI	019383T4(1) | 011 | Full ROI	False	False	False	False	False	False	False		118727.9922	3082	25588	20213	14709723	13716690	3317738	14672534	14604242	77.44527208	A01356:41:H2FK5DMXY	0.9957	0.9954	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	d1d72698-5df9-4e3d-a2ae-e21825c580ce	7e845ebf-7ade-4574-8594-46a3d8cd0eb5	125.8802526	B cell zone
hu_lymph_node_003	019383T4(1)	012	Full ROI	019383T4(1) | 012 | Full ROI	False	False	False	False	False	False	False		105938.9888	2267	24799	19680	13886162	12777339	2627635	13844631	13777650	81.0773128	A01356:41:H2FK5DMXY	0.9958	0.9952	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	8cf7c92c-357d-4fb9-83cf-b68add0d7fb1	e0a6b845-ffc3-4a58-a3aa-f33aa10ef665	100.4341705	T cell zone
hu_lymph_node_003	019383T4(1)	013	Full ROI	019383T4(1) | 013 | Full ROI	False	False	False	False	False	False	False		46554.69014	611	24895	16344	5834484	5450065	1113730	5817293	5788560	80.91125111	A01356:41:H2FK5DMXY	0.9956	0.9953	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	c75ef4b5-a238-4763-874a-065bc2fd8a04	8b2e932a-44d0-4a2d-af15-642a06b0121a	42.91325596	Germinal center
hu_lymph_node_003	019383T4(1)	014	Full ROI	019383T4(1) | 014 | Full ROI	False	False	False	False	False	False	False		51860.36808	1489	25038	16163	7945238	7389336	1600900	7918431	7877047	79.85082385	A01356:41:H2FK5DMXY	0.9953	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	f4736480-54eb-472f-916c-fdc93605e095	ee28faf5-8ab8-4346-addd-7bfb27e18b81	61.28543845	B cell zone
hu_lymph_node_003	019383T4(1)	015	Full ROI	019383T4(1) | 015 | Full ROI	False	False	False	False	False	False	False		115716.8214	2807	24421	16562	12353785	11407967	2725183	12270848	12204706	77.94050164	A01356:41:H2FK5DMXY	0.9954	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	68f84dc5-52c9-467e-91a4-70247ffdb5d1	639d2d77-d75d-44d3-80be-b69ace21ba93	97.21004233	T cell zone
hu_lymph_node_003	019383T4(1)	016	Full ROI	019383T4(1) | 016 | Full ROI	False	False	False	False	False	False	False		28588.69813	397	13248	7778	2224877	2013281	503908	2150729	2138213	77.35119739	A01356:41:H2FK5DMXY	0.9953	0.9944	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	6af8b2e4-2089-485d-afa2-8c26a47232dc	935ed85c-f052-493e-9d9d-141688e035c9	22.53540941	Germinal center
hu_lymph_node_003	019383T4(1)	017	Full ROI	019383T4(1) | 017 | Full ROI	False	False	False	False	False	False	False		52596.21536	1489	13357	7637	5522192	5123568	1078541	5458623	5429179	80.46896957	A01356:41:H2FK5DMXY	0.9955	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	94e04d4b-4c05-4c0f-9f66-56a5de1eb6b9	f238331f-db89-423c-ba9f-0cf2ac6991c1	44.59134827	B cell zone
hu_lymph_node_003	019383T4(1)	018	Full ROI	019383T4(1) | 018 | Full ROI	False	False	False	False	False	False	False		54262.62251	1294	12781	7862	5994186	5559734	1169535	5974944	5943578	80.48884369	A01356:41:H2FK5DMXY	0.9953	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	b5b91655-e3b4-47d3-b6ce-d2616ef3d3be	63dc2842-2c49-4ee3-b487-cb011b188a9b	47.91736529	T cell zone
hu_lymph_node_003	019383T4(1)	019	Full ROI	019383T4(1) | 019 | Full ROI	False	False	False	False	False	False	False		64499.42044	645	11426	16197	3503500	3188552	760424	3492797	3473875	78.2953047	A01356:41:H2FK5DMXY	0.9952	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	cff284d2-7140-4da3-898a-3d0078ce1b99	b48586e7-b80c-4ef9-bc56-c95e704fed96	38.10417369	Trabecula
hu_lymph_node_003	019383T4(1)	020	Full ROI	019383T4(1) | 020 | Full ROI	False	False	False	False	False	False	False		63434.89577	564	18948	19507	7294713	6597809	1506667	7268877	7233027	79.34576727	A01356:41:H2FK5DMXY	0.9954	0.9951	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	7da40c7f-d30f-4656-872b-51fe09301bb5	a996d5c6-3b8d-4296-a9ba-e0c31d94c373	73.50661706	Trabecula
hu_lymph_node_003	019383T4(1)	021	Full ROI	019383T4(1) | 021 | Full ROI	False	False	False	False	False	False	False		47520.2599	439	20674	18755	5683751	4990910	1218099	5485013	5454426	78.568748	A01356:41:H2FK5DMXY	0.9954	0.9949	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	747f4d83-c6e5-47d1-bbcd-40e66b012037	8bc64692-b0f0-424a-9d66-b1bba5204907	59.74264072	Trabecula
hu_lymph_node_003	019383T4(1)	022	Full ROI	019383T4(1) | 022 | Full ROI	False	False	False	False	False	False	False		40743.68671	370	21391	17996	4966806	4272075	982299	4647807	4619505	80.22272261	A01356:41:H2FK5DMXY	0.9953	0.9945	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	fa7baef9-ae17-4744-b0aa-cdde41e731c4	b08af18c-6538-4780-b94b-a62a4102b664	49.31145552	Trabecula
hu_lymph_node_003	019383T4(1)	024	Full ROI	019383T4(1) | 024 | Full ROI	False	False	False	False	False	False	False		97171.80723	952	8437	10569	3494147	3192618	676144	3484144	3465575	80.64924	A01356:41:H2FK5DMXY	0.9955	0.995	"""GeoMx_NGS_Pipeline_2.3.4"""	HWTA12002	43523623-5f97-4372-8630-5309d0f79b0d	a0876658-3265-4e13-8dd2-4db67b027d0c	32.37497233	Trabecula
